,station_id,year,avg_ridership
678,40370,2014,285983.0
679,40370,2015,302805.0
680,40370,2016,317080.0
681,40370,2017,326897.0
682,40370,2018,335988.0
683,40370,2019,348079.0
684,40380,2001,356019.0
685,40380,2002,342571.0
686,40380,2003,339878.0
687,40380,2004,338852.0
688,40380,2005,358780.0
689,40380,2006,385311.0
690,40380,2007,395866.0
691,40380,2008,438399.0
692,40380,2009,425635.0
693,40380,2010,430558.0
694,40380,2011,447790.0
695,40380,2012,470912.0
696,40380,2013,461963.0
697,40380,2014,464436.0
698,40380,2015,499756.0
699,40380,2016,497722.0
700,40380,2017,501878.0
701,40380,2018,504026.0
702,40380,2019,485897.0
703,40390,2001,87712.0
704,40390,2002,90374.0
705,40390,2003,90657.0
706,40390,2004,90799.0
707,40390,2005,93028.0
708,40390,2006,95100.0
709,40390,2007,97285.0
710,40390,2008,104088.0
711,40390,2009,96109.0
712,40390,2010,95508.0
713,40390,2011,97966.0
714,40390,2012,100353.0
715,40390,2013,96317.0
716,40390,2014,96420.0
717,40390,2015,94613.0
718,40390,2016,91789.0
719,40390,2017,87228.0
720,40390,2018,83567.0
721,40390,2019,77020.0
722,40400,2001,15739.0
723,40400,2002,16100.0
724,40400,2003,16548.0
725,40400,2004,16146.0
726,40400,2005,14997.0
727,40400,2006,15106.0
728,40400,2007,16414.0
729,40400,2008,18350.0
730,40400,2009,18636.0
731,40400,2010,18500.0
732,40400,2011,19471.0
733,40400,2012,20329.0
734,40400,2013,20484.0
735,40400,2014,21343.0
736,40400,2015,21445.0
737,40400,2016,23120.0
738,40400,2017,23538.0
739,40400,2018,23530.0
740,40400,2019,23003.0
741,40420,2001,19234.0
742,40420,2002,16233.0
743,40420,2003,13900.0
744,40420,2004,14892.0
745,40420,2005,21562.0
746,40420,2006,25710.0
747,40420,2007,27721.0
748,40420,2008,31425.0
749,40420,2009,30685.0
750,40420,2010,31437.0
751,40420,2011,33292.0
752,40420,2012,36938.0
753,40420,2013,35833.0
754,40420,2014,37390.0
755,40420,2015,37922.0
756,40420,2016,35496.0
757,40420,2017,33385.0
758,40420,2018,32116.0
759,40420,2019,30672.0
760,40430,2001,57358.0
761,40430,2002,60386.0
762,40430,2003,62716.0
763,40430,2004,63690.0
764,40430,2005,68036.0
765,40430,2006,70598.0
766,40430,2007,64378.0
767,40430,2008,69183.0
768,40430,2009,65018.0
769,40430,2010,71879.0
770,40430,2011,79531.0
771,40430,2012,86700.0
772,40430,2013,88454.0
773,40430,2014,93053.0
774,40430,2015,97835.0
775,40430,2016,99269.0
776,40430,2017,92747.0
777,40430,2018,87962.0
778,40430,2019,81707.0
779,40440,2001,17012.0
780,40440,2002,15234.0
781,40440,2003,11196.0
782,40440,2004,12571.0
783,40440,2005,21135.0
784,40440,2006,24952.0
785,40440,2007,27209.0
786,40440,2008,30861.0
787,40440,2009,30150.0
788,40440,2010,32470.0
789,40440,2011,34888.0
790,40440,2012,37671.0
791,40440,2013,37904.0
792,40440,2014,39019.0
793,40440,2015,43366.0
794,40440,2016,41311.0
795,40440,2017,37041.0
796,40440,2018,36234.0
797,40440,2019,35941.0
798,40450,2001,361485.0
799,40450,2002,356255.0
800,40450,2003,347435.0
801,40450,2004,346059.0
802,40450,2005,353756.0
803,40450,2006,360353.0
804,40450,2007,356801.0
805,40450,2008,364340.0
806,40450,2009,339079.0
807,40450,2010,335323.0
808,40450,2011,335000.0
809,40450,2012,331883.0
810,40450,2013,181533.0
811,40450,2014,305800.0
812,40450,2015,306351.0
813,40450,2016,289061.0
814,40450,2017,271762.0
815,40450,2018,252082.0
816,40450,2019,234902.0
817,40460,2001,131306.0
818,40460,2002,124760.0
819,40460,2003,123950.0
820,40460,2004,117753.0
821,40460,2005,117274.0
822,40460,2006,127013.0
823,40460,2007,128970.0
824,40460,2008,137009.0
825,40460,2009,135579.0
826,40460,2010,140710.0
827,40460,2011,150470.0
828,40460,2012,159731.0
829,40460,2013,160661.0
830,40460,2014,175022.0
831,40460,2015,174288.0
832,40460,2016,184935.0
833,40460,2017,187419.0
834,40460,2018,190704.0
835,40460,2019,186485.0
836,40470,2001,51812.0
837,40470,2002,53726.0
838,40470,2003,54382.0
839,40470,2004,53324.0
840,40470,2005,54721.0
841,40470,2006,54808.0
842,40470,2007,51594.0
843,40470,2008,53020.0
844,40470,2009,50764.0
845,40470,2010,53170.0
846,40470,2011,58531.0
847,40470,2012,60599.0
848,40470,2013,62643.0
849,40470,2014,63144.0
850,40470,2015,61135.0
851,40470,2016,56180.0
852,40470,2017,54630.0
853,40470,2018,56558.0
854,40470,2019,51891.0
855,40480,2001,34230.0
856,40480,2002,32549.0
857,40480,2003,31355.0
858,40480,2004,30680.0
859,40480,2005,33824.0
860,40480,2006,35560.0
861,40480,2007,37955.0
862,40480,2008,39645.0
863,40480,2009,38573.0
864,40480,2010,38454.0
865,40480,2011,38212.0
866,40480,2012,40323.0
867,40480,2013,38002.0
868,40480,2014,42798.0
869,40480,2015,41380.0
870,40480,2016,36503.0
871,40480,2017,34208.0
872,40480,2018,32792.0
873,40480,2019,30860.0
874,40490,2001,29333.0
875,40490,2002,29946.0
876,40490,2003,30051.0
877,40490,2004,33169.0
878,40490,2005,37977.0
879,40490,2006,39657.0
880,40490,2007,37200.0
881,40490,2008,43389.0
882,40490,2009,43124.0
883,40490,2010,49744.0
884,40490,2011,54903.0
885,40490,2012,57876.0
886,40490,2013,64833.0
887,40490,2014,67461.0
888,40490,2015,73653.0
889,40490,2016,72239.0
890,40490,2017,69729.0
891,40490,2018,73658.0
892,40490,2019,72143.0
893,40500,2001,181598.0
894,40500,2002,177313.0
895,40500,2003,186296.0
896,40500,2004,213941.0
897,40500,2005,253827.0
898,40500,2006,180418.0
899,40500,2007,25.0
900,40500,2008,10.0
901,40500,2009,0.0
902,40510,2001,21885.0
903,40510,2002,24935.0
904,40510,2003,27590.0
905,40510,2004,28284.0
906,40510,2005,32932.0
907,40510,2006,38708.0
908,40510,2007,40536.0
909,40510,2008,39716.0
910,40510,2009,35293.0
911,40510,2010,34169.0
912,40510,2011,34776.0
913,40510,2012,35519.0
914,40510,2013,188300.0
915,40510,2014,40331.0
916,40510,2015,39468.0
917,40510,2016,36047.0
918,40510,2017,35140.0
919,40510,2018,29016.0
920,40510,2019,26933.0
921,40520,2001,17552.0
922,40520,2002,17093.0
923,40520,2003,17051.0
924,40520,2004,17584.0
925,40520,2005,18031.0
926,40520,2006,18115.0
927,40520,2007,17715.0
928,40520,2008,19646.0
929,40520,2009,20487.0
930,40520,2010,21302.0
931,40520,2011,21877.0
932,40520,2012,22493.0
933,40520,2013,22216.0
934,40520,2014,22738.0
935,40520,2015,23566.0
936,40520,2016,24220.0
937,40520,2017,23054.0
938,40520,2018,21570.0
939,40520,2019,21062.0
940,40530,2001,107326.0
941,40530,2002,109326.0
942,40530,2003,110698.0
943,40530,2004,108038.0
944,40530,2005,114448.0
945,40530,2006,115756.0
946,40530,2007,50414.0
947,40530,2008,90864.0
948,40530,2009,131599.0
949,40530,2010,125689.0
950,40530,2011,136858.0
951,40530,2012,143757.0
952,40530,2013,150827.0
953,40530,2014,149092.0
954,40530,2015,143766.0
955,40530,2016,146405.0
956,40530,2017,140110.0
957,40530,2018,141492.0
958,40530,2019,137584.0
959,40540,2001,135762.0
960,40540,2002,136715.0
961,40540,2003,135492.0
962,40540,2004,128198.0
963,40540,2005,132039.0
964,40540,2006,139236.0
965,40540,2007,136665.0
966,40540,2008,139473.0
967,40540,2009,148304.0
968,40540,2010,160020.0
969,40540,2011,167568.0
970,40540,2012,175218.0
971,40540,2013,168071.0
972,40540,2014,164554.0
973,40540,2015,161661.0
974,40540,2016,155987.0
975,40540,2017,137541.0
976,40540,2018,171813.0
977,40540,2019,170282.0
978,40550,2001,92718.0
979,40550,2002,90584.0
980,40550,2003,90246.0
981,40550,2004,93694.0
982,40550,2005,100870.0
983,40550,2006,104542.0
984,40550,2007,99279.0
985,40550,2008,101671.0
986,40550,2009,100072.0
987,40550,2010,103258.0
988,40550,2011,106429.0
989,40550,2012,113926.0
990,40550,2013,116409.0
991,40550,2014,115696.0
992,40550,2015,119881.0
993,40550,2016,113326.0
994,40550,2017,111436.0
995,40550,2018,110441.0
996,40550,2019,106984.0
997,40560,2001,278902.0
998,40560,2002,295340.0
999,40560,2003,249522.0
1000,40560,2004,242715.0
1001,40560,2005,244856.0
1002,40560,2006,259693.0
1003,40560,2007,257566.0
1004,40560,2008,265607.0
1005,40560,2009,292943.0
1006,40560,2010,295309.0
1007,40560,2011,290555.0
1008,40560,2012,288094.0
1009,40560,2013,270532.0
1010,40560,2014,280110.0
1011,40560,2015,282498.0
1012,40560,2016,274704.0
1013,40560,2017,249566.0
1014,40560,2018,227219.0
1015,40560,2019,216799.0
1016,40570,2001,73660.0
1017,40570,2002,73906.0
1018,40570,2003,75027.0
1019,40570,2004,75940.0
1020,40570,2005,81499.0
1021,40570,2006,87912.0
1022,40570,2007,83826.0
1023,40570,2008,93861.0
1024,40570,2009,93814.0
1025,40570,2010,103413.0
1026,40570,2011,115661.0
1027,40570,2012,126125.0
1028,40570,2013,131278.0
1029,40570,2014,109130.0
1030,40570,2015,133733.0
1031,40570,2016,137802.0
1032,40570,2017,143970.0
1033,40570,2018,143967.0
1034,40570,2019,141872.0
1035,40580,2001,34688.0
1036,40580,2002,28585.0
1037,40580,2003,27001.0
1038,40580,2004,30721.0
1039,40580,2005,42771.0
1040,40580,2006,47076.0
1041,40580,2007,47340.0
1042,40580,2008,51746.0
1043,40580,2009,48798.0
1044,40580,2010,47952.0
