Date,Price
"Jun 18, 2018",3.178
"Jun 25, 2018",3.04
"Jul 02, 2018",3.109
"Jul 09, 2018",3.156
"Jul 16, 2018",3.118
"Jul 23, 2018",3.029
"Jul 30, 2018",3.059
"Aug 06, 2018",3.1
"Aug 13, 2018",3.076
"Aug 20, 2018",2.984
"Aug 27, 2018",3.025
"Sep 03, 2018",2.972
"Sep 10, 2018",3.037
"Sep 17, 2018",3.075
"Sep 24, 2018",3.101
"Oct 01, 2018",3.076
"Oct 08, 2018",3.115
"Oct 15, 2018",3.011
"Oct 22, 2018",2.909
"Oct 29, 2018",2.958
"Nov 05, 2018",2.877
"Nov 12, 2018",2.786
"Nov 19, 2018",2.636
"Nov 26, 2018",2.553
"Dec 03, 2018",2.431
"Dec 10, 2018",2.491
"Dec 17, 2018",2.39
"Dec 24, 2018",2.346
"Dec 31, 2018",2.239
"Jan 07, 2019",2.237
"Jan 14, 2019",2.268
"Jan 21, 2019",2.303
"Jan 28, 2019",2.255
"Feb 04, 2019",2.345
"Feb 11, 2019",2.41
"Feb 18, 2019",2.477
"Feb 25, 2019",2.609
"Mar 04, 2019",2.578
"Mar 11, 2019",2.665
"Mar 18, 2019",2.8
"Mar 25, 2019",2.88
"Apr 01, 2019",3.002
"Apr 08, 2019",3.098
"Apr 15, 2019",3.09
"Apr 22, 2019",3.183
"Apr 29, 2019",3.222
"May 06, 2019",3.267
"May 13, 2019",3.336
"May 20, 2019",3.263
"May 27, 2019",3.259
"Jun 03, 2019",3.265
"Jun 10, 2019",3.093
"Jun 17, 2019",2.967
"Jun 24, 2019",3.052
"Jul 01, 2019",3.156
"Jul 08, 2019",3.194
"Jul 15, 2019",3.385
"Jul 22, 2019",3.214
"Jul 29, 2019",3.193
"Aug 05, 2019",3.083
"Aug 12, 2019",2.905
"Aug 19, 2019",2.889
"Aug 26, 2019",2.923
"Sep 02, 2019",2.879
"Sep 09, 2019",2.792
"Sep 16, 2019",2.867
"Sep 23, 2019",2.986
"Sep 30, 2019",2.858
"Oct 07, 2019",2.931
"Oct 14, 2019",2.939
"Oct 21, 2019",2.839
"Oct 28, 2019",2.793
"Nov 04, 2019",2.726
"Nov 11, 2019",2.742
"Nov 18, 2019",2.804
"Nov 25, 2019",2.739
"Dec 02, 2019",2.683
"Dec 09, 2019",2.757
"Dec 16, 2019",2.726
"Dec 23, 2019",2.726
"Dec 30, 2019",2.731
"Jan 06, 2020",2.762
"Jan 13, 2020",2.814
"Jan 20, 2020",2.724
"Jan 27, 2020",2.754
"Feb 03, 2020",2.674
"Feb 10, 2020",2.623
"Feb 17, 2020",2.665
"Feb 24, 2020",2.765
"Mar 02, 2020",2.755
"Mar 09, 2020",2.636
"Mar 16, 2020",2.415
"Mar 23, 2020",2.286
"Mar 30, 2020",2.18
"Apr 06, 2020",2.083
